sequence,label
shit hits differently high would know lao ad everyone try,1
best song lifeeecryingfacecryingface,1
bros got ring bigger whole career,1
him likes him dislikes tell comment section itwas war zone,0
better,1
three billion view please,1
one hundred fourteen wait drake song,0
sucks,0
wow song next dark horse terms views redheartredheartredheartpartypopperpartypopperpartypopper,1
saw drake,1
stop listening song,1
option cringe chose terrorism,0
love,1
hate justin bieber broke selena gomez like selena gomez,0
expect voice like,0
love justin love justin favorite songs great redheartredheartredheartredheartredheartfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakiss,1
favorite person redhead,1
cambodian like redhead,1
apologize tearing poster wall eight,0
2010redheart2023redheart,1
likes singing smilingfacewithsmilingeyes,1
beautiful good thanks singing,1
song never forget oh great,1
one best song timeheartonfirecollisionsmilingfacewithhearts,1
two hundred one drake near underage girls,0
idea drake made cameo video,0
year year passed it masterpiece redhead,1
two thousand twenty-three still listening song without doubt never goes style,1
ach,0
enragedfaceenragedfaceenragedfaceenragedfaceenragedface,0
says babe babe redhead,1
justin bieber fans 2023redheart,1
matter many years pass song stay hearts foreversparklingheart,1
facewithopenmouthredheartredheartredheartfacewithtearsofjoy,1
partypopperpartypopperpartypopperpartypopper,1
best song youtube,1
great song sound like one kids bop songs edit talking justin singing ludacris,1
justin fiber best,1
odds,1
still remember time men hated kid girls found hot facewithtearsofjoy,0
smilingfacewithsmilingeyeswaterpistol,1
song catchy af know hated back,1
song still vibing thirteen years later,1
one two thousand twenty-three like thirteen years later,1
drake,0
two thousand twenty-three,0
ix93ke3,0
fact drake crazy facewithtearsofjoy,1
thought one sings girl boy facewithtearsofjoy,0
notice drake lol,1
remember first ringtone back twelve grinningfacewithsweat,1
ok,1
kesnana,1
justin make remember crush school name justin song touching soul redheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheart,1
got swag job views later,1
justin make sick like music bit rubbish,0
song ass brings many memories back,0
favorite songloudlycryingfacewhiteheartwhiteheart,0
two thousand twenty-three still hearing itredheartredheart,1
beginning youtube world,1
number one baby number one,1
him ab,1
congratulations big fifteen guys second place youtube rewind,1
brush let rat sing,0
dislike video justin bieber forever,0
ten years ago justin bieber garbage ten years later,0
vote armpit singh india,1
blank space president trump,0
mom dad my mars vertigo marisa voice head crack lol,1
kissingfacewithsmilingeyeskissingfacewithsmilingeyeskissingfacewithsmilingeyeskissingfacewithsmilingeyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
best two thousand twenty-three,1
fan living two thousand thirteen era imagine justin anybody else except selena brokenhearted,1
29billionfacewithopenmouthpartypopperpartypopperredheart,1
song remember love vibe college bus one side lover still going like samesmilingfacewithheartsfacesavoringfoodfaceblowingakiss,1
one hundred twenty-one yo drake,1
everything,1
love,1
justin bieber left chat youtube rewind added replacement,1
smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyesbeatingheart,1
sparklessparklessparklessparkles,1
smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
bieber fever,1
lips smilingfacewithhearteyes,1
beatingheartbeatingheartbeatingheartbeatingheartbeatingheart,1
watching 2023facewithtearsofjoyredheart,1
umm hmmredheart,1
one watching two thousand twenty-three,1
wowredheartredheartredheartredheartredheartredheart,1
oh broke missed old days,0
azadihasnatripon,1
great ahtisham pakistan,1
marilyn manson shirt,0
song months older lol memories,1
july two thousand twenty-three let see many legends listening incredible song,1
hi bieber fans ready three billion views,1
july two thousand twenty-three still vibing facewithtearsofjoy,1
justin bieber world chokehold since fifteen,1
song best,1
get ab purpleheart,1
love,1
thirteen,1
justin little kid crush like four ahhhhhhhhhhhhfacewithopenmouth,0
screw stole,0
te amoredheart,1
also today smilingfacewithsmilingeyes,1
oismilingfacewithhearteyesredapple,1
cutie om girl,1
two thousand twenty-three herewomanraisinghandmediumskintone,1
two thousand twenty-three facewithtearsofjoy,1
raise hand watching seventy-two thousand twenty-three,1
sounds like girl kind,1
like selena justin backhandindexpointingdownmediumdarkskintone,1
remember mom downloaded old flip phone listened repeat facewithtearsofjoy,1
song came popular till,1
drake backhandindexpointingdown,1
love justin bieberredheartredheartredheartredheart love babyredheartredheart,1
ok baby girl,1
india twenty-seven justin twenty-seven sloth facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
loud song partyingfacestarstruckgrinningsquintingface,0
drake therefacewithtearsofjoyfacewithtearsofjoy overall kid justin bieber best,1
justin babe heartsuit love much heartsuit,1
"getting old one thousand , nine hundred ninety-three justin dear bieber",0
love song play radio roomsmilingfacewithsmilingeyes,1
watching south asian women singing,0
two thousand twenty-three listening song musicalnote also dancing mandating,1
two thousand twenty-three,0
use dislike button,0
two thousand seventy-nine,1
noticed drake,0
thirteen yrs and comment section still active kitchenknifeskull,1
song comfort zero,1
thirteen years searching video watching redhead,1
two thousand twenty-three raisinghandslightskintone,1
someone two thousand twenty-three,0
never tired,1
nice india,1
song older mefacewithtearsofjoy,0
godson,1
job forever,1
baby baby baby,1
july two thousand twenty-three song job views twenty-three million likes him dislikes,0
song perfect,1
one hundred fourteen never noticed drake till facewithtearsofjoy,1
kingston usb raja drive,1
two hundred two man drake my,1
redheartredheart love song cryingfacecryingface,1
sounds like girl,1
baby,1
baby name justin bieber,1
never get old,1
two thousand thirty-two,0
orangeheartyellowheartyellowheartgreenheartorangeheartredheartredheartredheart,1
patella,1
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy video eleven,1
good song,1
stop watching favorite song wake night listen smirkingface,1
two thousand ten worst thing ever two thousand twenty-three perhaps treated harshly,0
hello write good music listen,1
trend song tiptoe hilarious cryingfacefacewithtearsofjoysmilingfacewithsmilingeyes,1
first heard song thought sung ten year old,0
cool,1
everyone first crush justin bieber,1
first love break heart time cryingface,1
like listening 2023pleadingfacesmilingfacewithhearteyes,1
let honest justin bieber owns world song came,0
prettysmilingfacewithhearteyes,1
yes,1
baby anymore mouth sigma smilingfacewithsmilingeyes,1
love redhead heartredheart,1
baby moonlight,1
july two thousand twenty-three,0
awesome songcallmehandlightskintonefire,1
song nil replaying,1
search old songs search old memories smilingfacewithsmilingeyesredheartfacewithopenmouth,1
two thousand twenty-three hear masterpieceredheartredheartredheartredheart,1
playing chess video,0
fast love datecryingface,1
waiting three billion views smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
loe love baby baby noooo ooooh,1
wana hook know mean justin well yea attracted ditch wife hook,1
three hundred seventeen theonlycb3,1
let see july nineteen 2023redheart,1
knows taylor swift,1
long time first heard song forty-five years old melody still heart,1
justin innocent cryingface,0
old kid wife,1
torture method make friend suffer tell works,0
slaps,0
grown much,1
ironically though song hits cuz nostalgia,1
2010baby baby baby 2015sorry sorry sorry 2020yummy yummy one side miss plus tell,1
notice drake made appearance vid,0
dislikes girls crushed handsome bieber facewithtearsofjoy,0
still watching thirteen years laterfacewithtearsofjoy,1
hi two thousand twenty-three,1
bop still,1
universal crush girls,1
two thousand seventy job views one hundred sure,1
like song much like baby baby baby ohhhh yay,1
ludacris song otta,1
thirty-five few part,1
childhoodredheartredheart,1
two thousand twenty-three anyone redheartredheart,1
mastic bear always free collisionblackheart,1
certified hood classic,1
long time listening song love redhead,1
thirteen years upsidedownfacemendingheart,1
skull,1
mi favorite music om sparklingheartredheart,1
gets old,0
finally find itfacewithtearsofjoy,1
song nostalgia loudlycryingfacesmilingfacewithhearteyes2010,0
daycare used get turnt played fire,0
listening five eighteen,1
legend see video two thousand twenty-three,1
say song still masterpiece redhead,1
thirteen years later still obsessed,1
come ten years see want ihshwohipspeeed,1
miss young justin,0
never noticed drake,1
song fav hear since born,1
bebe bebe kkkfacewithtearsofjoy,0
love justin,1
girls is boys,1
lovely,1
voice redheartredheart,1
hello dear looking beautiful redheartredheartredheart,1
thirteen years ago damn,0
started listening old pop songs randomly,0
harassment girl incredible,0
winkingfacewithtonguewinkingfacewithtonguewinkingfacewithtonguewinkingfacewithtonguewinkingfacewithtonguewinkingfacewithtongue,1
justin look like crush smilingfacewithhearteyes,1
love song,1
drake one hundred fourteen,1
lavish,1
first artist live,1
favorite song loudlycryingfaceloudlycryingfacesignofthehornslightskintone,1
listening chinese version could remember original heard like,1
july seventeen true legend redheartredheartredheart,1
july with two thousand twenty-three,1
baby baby baby two thousand twenty-three,1
fifty-eight facewithtearsofjoy,1
eighteen july two thousand twenty-three,1
three hundred thirty-nine loll,1
bro got jizz,1
know him dislikes sounds great mute,0
"one hundred seventy thousand , seven hundred twenty-three",0
born wen justin made song,0
hate music stand forty seconds swear,0
love much justin,1
thirteen fourteen yrs people still listen song,1
life good dropped,1
even choose girl looked like selena videomeltingface,0
two thousand twenty-three let see many legends listening this long still redhead,1
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
even justin bieber,0
moose walk collision,0
july two thousand twenty-three many people listen like,0
please like comment unamusedface,0
broke well,0
oh song must good since many likes right,1
up,1
waiting,0
go,0
always banger repeattttt day lol,1
legend,1
real legends listing two thousand twenty-three redhead many agree,1
two thousand twenty-three noticing drake video facewithtearsofjoygrinningfacewithsweat,1
noo,0
song never gets old,1
disliked videos youtube him likes grew smilingfacewithhalo,1
om thought sings song girl,1
always baby purpleheart,1
anyone going talk shorter,0
est english ever listened,1
still love justin redhead,1
song released born skull,1
gross facevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomiting,0
many legends,1
song live,1
cotta bid,1
of of broke cryingfacecryingface,0
baby baby baby baby baby baby,1
uuh justin,1
july seventeen two thousand twenty-three partypopper,1
song song emotion always touch heartpartypopperredheart,1
hello baby july seventeen two thousand twenty-three love,1
hola,1
coupla yasmin,1
favorite song listen song everyday crossedfingersmediumlightskintoneredheart,1
drake best one hundred fourteen,1
one amazing justin bieber,1
om july two thousand twenty-three memories coming like river,1
let yeah war,0
anyone seven jungkook,1
twenty-seven remember song first came smilingfacewithsmilingeyes,1
nice,1
singing past two hours,1
feel like deserves apology dislikes still better pop crap,1
let real almost good music stopped around two thousand ten,0
cute,1
justin literally terrorising woman skullandcrossbones,0
remember song one disliked videos youtube,0
little cute boy first english favourite songredheartredheartredheartredheart love justin biebersmilingfacewithsmilingeyessmilingfacewithsmilingeyes,1
song amazing,1
justin bieber baby,1
song nice,1
brush back thirteen yrs song musicalnoteredheart,1
july sixteen two thousand twenty-three,1
